Date,Year,Month,Day,Location,City,State,Plastic drink bottles,Food wrappers,Plastic grocery bags,"Plastic bags (Zip-loc, etc)",Straws/stirrers,Utensils,Plastic cups/plates,Plastic take away containers,Plastic bottle caps,Plastic lids,Cigarettes,Vaping cartidges/pods,Cigar tips,Personal hygiene,Dental/floss picks,Tampons/applicators,Wipes,Toys,Balloons,Lighters,Shotgun shells/wadding,Strapping bands,Zip-ties,Shipping/packaging,Plastic sheeting/tape,Oil/lube bottles,Bleach/cleaner bottles,Masks (reusable/fabric),Masks (disposable),Gloves (disposable),Hand sanitizer,Cans,Metals caps/lids,Batteries,Metal pieces,Glass bottles,Glass pieces,Tires,Rubber pieces,Shoes,Fabric pieces,Clothing/towels/gloves,Paper straws,Paper bags,Paper cups/plates,Paper/tissues/napkins,Paper Shipping/packaging,Bait containers/crates,Lobster claw bands,Fishing nets,Lures and lightsticks,Derelict traps/trap pieces,Buoys/floats,Rope,Micro plastic 0-5mm,SMALL plastic 5-30mm,LARGE plastic >30mm,Line/net fiber: MICRO 0-5mm,Line/net fiber: SMALL 5-30mm,Line/net fiber: LARGE >30mm,Resin Pellets,BBs/beads,Foam cups/plates,Foam take away containers,Micro foam 0-5mm,SMALL foam 5-30mm,LARGE foam >30mm,Dock Foam (any size),Foam Toys,Foam Toys (water/pool),Foam Shipping/packaging,Foam Buoys,Foam Coolers,Pink Construction Foam,Blue Construction Foam,Construction Foam w Foil,Foam Meat Trays,Home & garden items,Car/boat parts,Other,Unidentified pieces,Type of cleanup,Type of location,Distance cleaned (miles),Duration (hrs),Start time,End time,Weather,Weather (wind knots),Recent weather,Tide,Flow,Recent events,Total weight (lb),# of participants,Unusual items,Notes/comments,Plastic Total,PPE Total,Metal Total,Glass/Rubber Total,Paper/Cloth Total,Fishing Debris Total,"Microplastics, Fibers, Fragments Total",Foam Total,Other Total,Total Total,Outlier
2012-09-06,2012,September,6,West Hartford,White River II,VT,9,35,12,0,1,3,0,0,15,1,37,0,0,3,0,1,0,5,0,2,0,0,1,1,0,1,0,0,0,0,0,15,0,0,75,9,334,4,10,0,37,4,0,0,0,9,0,0,0,0,1,0,0,3,1,40,10,0,0,0,0,0,0,0,0,21,70,0,0,0,0,0,0,0,0,0,0,57,7,2,0,Unknown,Unknown,0.2,4.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,1400.0,6.0,,,127,0,90,357,50,4,51,91,66,193,O
2012-09-10,2012,September,10,West Hartford,White River II,VT,1,5,12,0,0,0,0,0,3,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,55,0,1,5,0,255,7,18,0,9,3,0,1,0,32,0,0,0,3,0,0,0,0,1,25,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,112,4,0,0,Unknown,Unknown,0.2,6.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,1000.0,4.0,,,41,0,61,280,45,3,37,6,116,157,O
2012-09-11,2012,September,11,West Hartford,White River II,VT,2,24,14,0,3,4,0,0,6,0,30,0,0,4,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,18,0,1,42,0,320,6,9,2,7,4,0,4,0,7,0,0,0,0,0,0,2,1,15,19,10,0,0,0,0,0,0,0,17,5,8,0,0,0,0,0,0,0,0,0,0,43,4,0,0,Unknown,Unknown,0.25,4.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,500.0,5.0,,,91,0,61,335,24,3,44,30,47,138,O
2012-09-13,2012,September,13,West Hartford,White River II,VT,24,32,46,0,2,1,0,0,3,1,26,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,2,0,0,0,0,15,0,0,51,6,55,2,5,2,18,0,0,0,0,28,0,1,0,0,0,0,0,0,24,30,87,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,55,2,6,0,Unknown,Unknown,0.2,6.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,800.0,5.0,,,143,0,66,68,48,1,141,20,63,206,O
2012-09-13,2012,September,13,West Hartford,White River II,VT,34,55,58,0,1,2,0,0,8,0,17,0,0,0,0,0,0,4,0,0,0,0,0,3,0,2,0,0,0,0,0,37,0,1,154,6,40,4,4,3,6,3,0,6,0,27,0,0,0,0,0,0,0,2,0,21,27,0,0,0,0,0,0,0,0,14,17,0,0,0,0,0,0,0,0,0,0,45,0,1,0,Unknown,Unknown,0.2,7.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,800.0,5.0,,,184,0,192,54,45,2,48,31,46,230,O
2012-09-17,2012,September,17,West Hartford,White River II,VT,17,59,40,0,0,1,0,0,7,1,33,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,81,0,0,52,2,62,1,9,1,32,2,0,8,0,33,0,0,2,1,1,0,0,4,0,119,89,0,0,0,0,0,0,0,0,22,15,0,0,0,0,0,0,0,0,0,0,73,35,0,0,Unknown,Unknown,0.25,10.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,500.0,5.0,,,165,0,133,74,76,8,208,37,108,273,O
2012-09-18,2012,September,18,West Hartford,White River II,VT,9,36,12,0,2,0,0,0,2,1,2,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0,3,0,0,0,0,99,0,0,26,12,4,2,5,0,21,2,0,0,0,39,0,1,0,0,0,0,0,1,0,93,84,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,120,2,0,0,Unknown,Unknown,0.25,8.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,500.0,5.0,,,80,0,125,23,62,2,177,13,122,202,O
2012-09-19,2012,September,19,West Hartford,White River II,VT,67,131,71,0,2,0,0,0,13,2,27,0,0,0,0,0,0,7,0,1,0,0,13,0,0,1,0,0,0,0,0,22,0,0,47,55,69,1,0,1,36,3,0,8,0,36,0,0,0,2,0,0,0,1,9,60,75,0,0,0,0,0,0,0,0,35,70,0,0,0,0,0,0,0,0,0,0,45,1,2,0,Unknown,Unknown,0.15,11.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,400.0,5.0,,,335,0,69,125,84,3,144,105,48,383,O
2012-09-20,2012,September,20,West Hartford,White River II,VT,47,314,61,0,14,6,0,0,9,1,187,0,0,3,0,1,0,3,0,2,0,0,3,0,0,0,0,0,0,0,0,62,0,0,38,68,284,1,11,0,6,2,0,1,0,63,7,0,0,0,0,0,0,3,0,55,62,0,0,0,0,0,0,0,9,11,36,0,0,0,0,0,0,0,0,0,0,39,8,4,0,Unknown,Unknown,0.15,2.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,500.0,5.0,,,651,0,100,364,79,3,117,56,51,702,O
2012-09-24,2012,September,24,West Hartford,White River II,VT,47,350,125,0,12,23,0,0,49,0,175,0,0,0,0,0,0,5,1,0,0,0,3,4,4,1,0,0,0,0,0,91,0,2,94,55,278,1,6,1,12,2,0,15,0,139,4,0,1,0,1,0,0,3,4,81,125,0,0,0,0,0,0,0,67,9,24,0,0,0,0,0,0,0,0,0,0,167,3,0,0,Unknown,Unknown,0.15,6.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,300.0,5.0,,,799,0,187,340,173,5,210,100,170,969,O
2012-09-25,2012,September,25,West Hartford,White River II,VT,54,128,63,0,2,0,0,0,6,1,102,0,0,0,0,0,0,3,0,0,1,0,1,0,0,2,0,0,0,0,0,32,0,0,69,16,95,0,8,0,12,8,0,8,0,27,3,0,0,0,0,0,0,0,0,9,103,0,0,0,0,0,0,0,0,11,31,0,0,0,0,0,0,0,0,0,0,32,11,2,0,Unknown,Unknown,0.25,8.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,400.0,5.0,,,363,0,101,119,58,0,112,42,45,408,O
2012-09-26,2012,September,26,West Hartford,White River II,VT,27,147,21,0,13,18,0,0,0,1,80,0,3,2,0,1,0,7,0,1,0,0,2,1,0,1,0,0,0,0,0,59,0,0,22,25,130,2,3,6,12,1,0,3,0,126,0,0,0,0,1,0,0,2,2,85,109,0,0,0,0,0,0,0,10,8,70,0,0,0,0,0,0,0,0,0,0,118,3,0,0,Unknown,Unknown,0.25,8.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,700.0,5.0,,,325,0,81,160,148,3,196,88,121,446,O
2012-09-27,2012,September,27,West Hartford,White River II,VT,43,127,92,0,7,0,0,0,5,1,132,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52,0,0,56,37,87,2,15,0,8,9,0,1,0,38,0,0,0,0,0,0,0,3,0,33,110,0,0,0,0,0,0,0,0,1,68,0,0,0,0,0,0,0,0,0,0,48,0,0,0,Unknown,Unknown,0.25,6.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,400.0,5.0,,,408,0,108,141,56,3,143,69,48,456,O
2012-10-01,2012,October,1,West Hartford,White River II,VT,41,70,41,0,11,3,0,0,27,2,164,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,8,94,0,13,0,6,2,0,0,0,23,3,0,0,0,0,0,0,2,0,92,63,0,0,0,0,0,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,26,0,0,0,Unknown,Unknown,0.25,4.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,200.0,3.0,,,361,0,33,115,34,2,155,24,26,387,O
2012-10-02,2012,October,2,West Hartford,White River II,VT,52,96,44,0,9,71,0,0,22,0,97,0,0,0,0,1,0,0,5,4,32,0,0,2,1,1,0,0,0,0,0,68,0,0,0,24,212,0,1,0,3,0,0,19,0,1,0,0,0,0,0,0,0,2,14,61,146,0,0,0,0,0,0,0,19,43,75,0,0,0,0,0,0,0,0,0,0,116,3,3,0,Unknown,Unknown,0.25,10.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,550.0,3.0,,,437,0,68,237,23,2,221,137,122,559,O
2012-10-03,2012,October,3,West Hartford,White River II,VT,58,174,48,0,4,4,0,0,3,1,151,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,53,0,8,47,24,75,0,8,1,11,2,0,0,0,20,0,2,0,0,0,0,0,0,0,58,95,0,0,0,0,0,0,0,0,2,43,0,0,0,0,0,0,0,0,0,0,46,1,0,0,Unknown,Unknown,0.25,8.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,300.0,5.0,,,449,0,108,107,34,2,153,45,47,496,O
2012-10-04,2012,October,4,West Hartford,White River II,VT,36,138,12,0,3,0,0,0,3,1,154,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,0,21,36,65,4,7,0,1,1,0,0,0,26,0,0,0,0,0,0,0,1,0,31,133,0,0,0,0,0,0,0,8,87,110,0,0,0,0,0,0,0,0,0,0,51,1,0,0,Unknown,Unknown,0.25,9.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,575.0,5.0,,,350,0,39,112,28,1,164,205,52,402,O
2012-10-05,2012,October,5,West Hartford,White River II,VT,71,80,52,0,0,3,0,0,8,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,4,43,0,4,14,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,117,94,0,0,0,0,0,0,0,0,42,58,0,0,0,0,0,0,0,0,0,0,28,2,0,0,Unknown,Unknown,0.25,6.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,300.0,5.0,,,262,0,37,61,22,1,211,100,30,292,O
2012-10-08,2012,October,8,West Hartford,White River II,VT,73,146,20,0,7,0,0,0,4,1,283,0,0,0,0,0,0,1,0,2,0,0,0,0,12,3,0,0,0,0,0,13,0,0,38,43,89,1,18,0,7,1,0,2,0,28,0,0,0,0,0,0,0,0,25,88,108,0,0,0,0,0,0,0,60,113,90,0,0,0,0,0,0,0,0,0,0,68,7,0,0,Unknown,Unknown,0.2,12.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,600.0,5.0,,,552,0,51,151,38,0,221,263,75,627,O
2012-10-09,2012,October,9,West Hartford,White River II,VT,16,178,28,0,9,7,0,0,38,0,205,0,0,1,0,0,0,0,0,1,1,0,7,0,1,1,0,0,0,0,0,38,0,1,68,3,57,0,19,4,0,2,0,0,0,85,0,0,0,0,0,0,0,2,0,126,138,0,0,0,0,0,0,0,2,47,67,0,0,0,0,0,0,0,0,0,0,87,7,0,0,Unknown,Unknown,0.25,11.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,600.0,5.0,,,493,0,107,79,91,2,264,116,94,587,O
2012-10-10,2012,October,10,West Hartford,White River II,VT,13,282,25,0,6,14,0,0,30,0,255,0,13,0,0,0,0,0,0,3,2,0,7,0,0,0,0,0,0,0,0,42,0,0,35,7,40,1,15,3,0,2,0,8,0,27,0,0,0,0,0,0,0,3,0,125,45,0,0,0,0,0,0,0,8,33,95,0,0,0,0,0,0,0,0,0,0,62,0,0,0,Unknown,Unknown,0.25,8.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,300.0,4.0,,,650,0,77,63,40,3,170,136,62,712,O
2012-10-11,2012,October,11,West Hartford,White River II,VT,22,208,25,0,7,8,0,0,10,1,160,0,3,2,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,32,0,0,53,16,80,3,23,0,0,1,0,1,0,108,0,0,0,0,0,0,0,2,20,133,140,0,0,0,0,0,0,0,11,68,96,0,0,0,0,0,0,0,0,0,0,117,2,0,0,Unknown,Unknown,0.25,4.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,500.0,5.0,,,452,0,85,122,110,2,293,175,119,571,O
2012-10-15,2012,October,15,West Hartford,White River II,VT,11,215,0,0,13,9,0,0,12,2,216,0,3,0,0,0,0,3,0,2,0,0,11,0,2,2,0,0,0,0,0,30,0,2,2,12,65,0,22,0,2,0,0,0,0,102,0,1,0,0,0,0,1,6,0,105,90,0,0,0,0,0,0,0,0,15,85,0,0,0,0,0,0,0,0,0,0,47,1,1,0,Unknown,Unknown,0.25,9.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,500.0,5.0,,,501,0,34,99,104,8,195,100,49,550,O
2012-10-16,2012,October,16,West Hartford,White River II,VT,29,150,23,0,7,7,0,0,18,2,270,0,2,0,0,1,0,1,0,2,0,0,0,0,0,1,2,0,0,0,0,29,0,2,6,17,43,4,7,0,23,21,0,2,0,117,0,0,0,1,1,0,0,2,0,150,96,0,0,0,0,0,0,0,3,26,71,0,0,0,0,0,0,0,0,0,0,53,2,3,0,Unknown,Unknown,0.25,10.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,700.0,5.0,,,515,0,37,71,163,4,246,100,58,573,O
2012-10-17,2012,October,17,West Hartford,White River II,VT,27,221,26,0,12,13,0,0,3,1,204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,22,21,57,2,18,0,6,7,0,11,0,93,0,0,0,0,0,0,0,1,7,152,152,0,0,0,0,0,0,0,2,87,66,0,0,0,0,0,0,0,0,0,0,81,3,0,0,Unknown,Unknown,0.25,9.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,600.0,5.0,,,509,0,53,98,117,1,311,155,84,593,O
2012-10-18,2012,October,18,West Hartford,White River II,VT,33,294,55,0,12,22,0,0,3,3,257,0,0,14,0,15,0,4,0,4,0,0,0,0,20,3,4,0,0,0,0,28,0,6,13,17,15,0,0,1,4,33,0,18,0,90,0,0,0,0,0,0,0,1,13,104,52,0,0,0,0,0,0,0,0,25,8,0,0,0,0,0,0,0,0,0,0,11,0,4,0,Unknown,Unknown,0.25,7.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,350.0,5.0,,,743,0,47,32,146,1,169,33,15,758,O
2012-10-22,2012,October,22,West Hartford,White River II,VT,12,205,28,0,8,2,0,0,7,0,120,0,0,25,0,0,0,0,0,2,0,0,13,0,0,0,2,0,0,0,0,11,0,7,44,6,75,0,15,0,13,0,0,25,0,112,0,0,0,1,0,0,0,1,3,146,163,0,0,0,0,0,0,0,3,108,113,0,0,0,0,0,0,0,0,0,0,0,1,8,0,Unknown,Unknown,0.25,11.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,550.0,5.0,,,424,0,62,96,150,2,312,224,9,433,O
2012-10-23,2012,October,23,West Hartford,White River II,VT,26,210,30,0,3,12,0,0,7,1,135,0,0,3,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,9,0,2,13,20,42,0,3,1,14,3,0,17,0,120,0,0,0,0,0,0,0,1,2,180,155,0,0,0,0,0,0,0,9,156,135,0,0,0,0,0,0,0,0,0,0,62,2,0,0,Unknown,Unknown,0.2,11.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,425.0,5.0,,,433,0,24,65,155,1,337,300,64,497,O
2012-10-25,2012,October,25,West Hartford,White River II,VT,23,252,16,0,2,18,0,0,3,1,67,0,0,0,0,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,0,47,0,0,8,13,57,6,0,1,22,7,0,7,0,115,0,0,0,0,0,0,0,2,6,170,155,0,0,0,0,0,0,0,2,95,100,0,0,0,0,0,0,0,0,0,0,17,0,3,0,Unknown,Unknown,0.2,11.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,500.0,5.0,,,393,0,55,76,152,2,331,197,20,413,O
2012-10-31,2012,October,31,West Hartford,White River II,VT,21,158,24,0,6,1,0,0,1,1,122,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,58,6,51,0,7,0,4,0,0,27,0,39,0,0,0,0,0,0,0,0,13,108,119,0,0,0,0,0,0,0,0,9,21,0,0,0,0,0,0,0,0,0,0,249,6,2,0,Unknown,Unknown,0.2,11.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,500.0,4.0,,,339,0,59,64,70,0,240,30,257,596,O
2012-11-01,2012,November,1,West Hartford,White River II,VT,21,68,56,0,2,10,0,0,1,1,38,0,0,4,0,0,0,2,3,1,0,0,0,0,2,0,0,0,0,0,0,18,0,1,18,8,34,0,6,1,8,2,0,39,0,47,0,0,0,0,0,0,0,1,17,13,16,0,0,0,0,0,0,0,3,31,17,0,0,0,0,0,0,0,0,0,0,173,7,0,0,Unknown,Unknown,0.2,9.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,475.0,4.0,,,209,0,37,48,97,1,46,51,180,389,O
2012-11-02,2012,November,2,West Hartford,White River II,VT,42,216,41,0,3,3,0,0,11,1,35,0,0,1,0,0,0,1,0,0,0,0,12,0,0,3,0,0,0,0,0,26,0,0,29,25,121,2,0,0,11,11,0,6,0,58,0,0,0,0,0,0,0,3,7,102,101,0,0,0,0,0,0,0,0,44,59,0,0,0,0,0,0,0,0,0,0,333,3,0,0,Unknown,Unknown,0.2,25.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,700.0,4.0,,,369,0,55,148,86,3,210,103,336,705,O
2012-11-03,2012,November,3,West Hartford,White River II,VT,8,143,35,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,7,3,80,0,0,0,6,80,0,0,0,60,0,0,0,1,0,0,0,2,1,92,62,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,110,0,0,0,Unknown,Unknown,0.2,17.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,600.0,5.0,,,198,0,27,83,146,3,155,20,110,308,O
2012-11-05,2012,November,5,West Hartford,White River II,VT,14,168,21,0,3,8,0,0,10,0,65,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,2,7,8,31,1,3,0,7,40,0,12,0,100,0,1,0,0,0,0,0,3,0,44,175,0,0,0,0,0,0,0,0,70,8,0,0,0,0,0,0,0,0,0,0,180,0,0,0,Unknown,Unknown,0.2,14.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,300.0,4.0,,,291,0,39,43,159,4,219,78,180,471,O
2012-11-06,2012,November,6,West Hartford,White River II,VT,32,67,21,0,4,5,0,0,4,0,153,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,14,8,68,3,7,0,9,0,0,4,0,99,2,0,0,0,0,0,0,1,0,115,78,0,0,0,0,0,0,0,27,40,70,0,0,0,0,0,0,0,0,0,0,242,1,0,0,Unknown,Unknown,0.25,22.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,350.0,4.0,,,293,0,17,86,114,1,193,137,243,536,O
2012-11-07,2012,November,7,West Hartford,White River II,VT,13,90,8,0,3,12,0,0,3,0,149,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,76,0,0,18,6,40,0,3,0,0,0,0,2,0,45,0,0,0,0,0,0,0,1,2,116,28,0,0,0,0,0,0,0,55,75,90,0,0,0,0,0,0,0,0,0,0,90,0,0,0,Unknown,Unknown,0.25,16.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,300.0,4.0,,,280,0,94,49,47,1,146,220,90,370,O
2012-11-08,2012,November,8,West Hartford,White River II,VT,0,179,11,0,3,0,0,0,0,0,189,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,19,37,0,4,0,0,19,0,6,0,130,0,0,0,0,0,0,0,2,0,145,125,0,0,0,0,0,0,0,0,24,14,0,0,0,0,0,0,0,0,0,0,115,0,0,0,Unknown,Unknown,0.25,9.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,400.0,4.0,,,385,0,55,60,155,2,270,38,115,500,O
2012-11-12,2012,November,12,West Hartford,White River II,VT,44,53,45,0,4,17,0,0,0,1,195,0,0,0,0,0,0,2,0,0,0,0,1,25,11,0,0,0,0,0,0,5,0,3,53,28,76,1,9,0,3,1,0,8,0,120,0,0,0,2,0,0,0,3,11,60,125,0,0,0,0,0,0,0,0,20,28,0,0,0,0,0,0,0,0,0,0,88,6,0,0,Unknown,Unknown,0.25,2.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,400.0,3.0,,,398,0,61,114,132,5,196,48,94,492,O
2012-11-13,2012,November,13,West Hartford,White River II,VT,10,180,20,0,8,2,0,0,19,0,88,0,0,0,0,0,0,0,2,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,124,42,78,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,3,0,43,120,0,0,0,0,0,0,0,0,7,42,0,0,0,0,0,0,0,0,0,0,65,0,0,0,Unknown,Unknown,0.25,9.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,300.0,4.0,,,434,0,124,120,9,3,163,49,65,499,O
2012-11-14,2012,November,14,West Hartford,White River II,VT,0,243,2,0,0,0,0,0,0,0,144,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,17,0,87,1,7,1,4,0,0,1,0,65,0,0,0,0,0,0,0,0,0,128,68,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,115,0,0,0,Unknown,Unknown,0.25,9.0,White River II,,Unknown,,Irene,Unknown,Unknown,Unknown,435.0,4.0,,,393,0,19,95,71,0,196,5,115,508,O
2013-01-09,2013,January,9,Boulder Creek YMCA,,,1,154,10,0,5,0,3,0,4,0,1,0,3,4,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,4,0,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shoreline (hands),Other,0.1,0.5,1600,,Rain,,Unknown,Unknown,Unknown,Unknown,0.0,40.0,,land,192,0,1,8,26,0,0,1,0,192,O
2013-01-23,2013,January,23,"Clearwater Marina, FL",Clearwater,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ROV,Private Dock,0.0,1.0,1500,,Clear/Sunny,15-25,Unknown,Unknown,Unknown,Unknown,2.0,20.0,,Toy was a bike lock,1,0,0,0,0,0,0,0,0,1,
2013-04-11,2013,April,11,"Oakledge Beach, VT",Oakledge Beach,VT,1,13,7,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shoreline (hands),Sandy Beach,0.01,0.1,300,,Cloudy,41559,Unknown,Unknown,Unknown,Unknown,1.6,3.0,,"1 shoe, 2 hair ties",33,0,0,0,12,2,3,0,0,33,O
2013-04-04,2013,April,4,Greens Farms Academy,,,3,10,5,0,0,0,1,0,3,0,72,0,5,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11,4,0,0,1,1,0,0,1,0,8,0,0,0,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Shoreline (hands),Sandy Beach,0.12,0.5,930,,Clear/Sunny,0-5,Unknown,Mid,Unknown,Unknown,1.6,35.0,,Tile from hurricane?; 7.4 high tide + 2:10,103,0,0,15,11,4,2,3,2,105,O
2013-04-05,2013,April,5,New England Science & Sail,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ROV,Private Dock,0.0,2.0,1330,,Clear/Sunny,0-5,Unknown,Mid,Unknown,Unknown,1.0,25.0,,tape: duct tape. Kids peeled off bio fouled layer and used on their rovs!; 0.0 low tide + 2,1,0,0,0,1,0,0,0,0,1,
2013-04-22,2013,April,22,Philly Seaport,Philadelphia,PA,2,14,3,0,0,0,1,0,7,0,2,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dip net,Private Dock,0.005,0.15,1000,,Clear/Sunny,,Unknown,Unknown,Unknown,Unknown,3.0,83.0,,x,34,0,0,0,1,0,5,0,0,34,O
2013-04-23,2013,April,23,Philly Seaport,Philadelphia,PA,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ROV,Private Dock,0.005,0.0,1000,,Clear/Sunny,,Unknown,Unknown,Unknown,Unknown,0.25,79.0,,x,3,0,0,0,0,0,0,0,0,3,
