Date,Year,Month,Day,Location,City,State,Plastic drink bottles,Food wrappers,Plastic grocery bags,"Plastic bags (Zip-loc, etc)",Straws/stirrers,Utensils,Plastic cups/plates,Plastic take away containers,Plastic bottle caps,Plastic lids,Cigarettes,Vaping cartidges/pods,Cigar tips,Personal hygiene,Dental/floss picks,Tampons/applicators,Wipes,Toys,Balloons,Lighters,Shotgun shells/wadding,Strapping bands,Zip-ties,Shipping/packaging,Plastic sheeting/tape,Oil/lube bottles,Bleach/cleaner bottles,Masks (reusable/fabric),Masks (disposable),Gloves (disposable),Hand sanitizer,Cans,Metals caps/lids,Batteries,Metal pieces,Glass bottles,Glass pieces,Tires,Rubber pieces,Shoes,Fabric pieces,Clothing/towels/gloves,Paper straws,Paper bags,Paper cups/plates,Paper/tissues/napkins,Paper Shipping/packaging,Bait containers/crates,Lobster claw bands,Fishing nets,Lures and lightsticks,Derelict traps/trap pieces,Buoys/floats,Rope,Micro plastic 0-5mm,SMALL plastic 5-30mm,LARGE plastic >30mm,Line/net fiber: MICRO 0-5mm,Line/net fiber: SMALL 5-30mm,Line/net fiber: LARGE >30mm,Resin Pellets,BBs/beads,Foam cups/plates,Foam take away containers,Micro foam 0-5mm,SMALL foam 5-30mm,LARGE foam >30mm,Dock Foam (any size),Foam Toys,Foam Toys (water/pool),Foam Shipping/packaging,Foam Buoys,Foam Coolers,Pink Construction Foam,Blue Construction Foam,Construction Foam w Foil,Foam Meat Trays,Home & garden items,Car/boat parts,Other,Unidentified pieces,Type of cleanup,Type of location,Distance cleaned (miles),Duration (hrs),Start time,End time,Weather,Weather (wind knots),Recent weather,Tide,Flow,Recent events,Total weight (lb),# of participants,Unusual items,Notes/comments,Plastic Total,PPE Total,Metal Total,Glass/Rubber Total,Paper/Cloth Total,Fishing Debris Total,"Microplastics, Fibers, Fragments Total",Foam Total,Other Total,Total Total,Outlier
2012-05-26,2012,May,26,MacDonough Park,Middlebury,VT,6,60,1,0,4,13,0,0,2,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,5,0,0,66,124,0,0,0,1,0,17,0,1,0,0,0,4,0,8,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,4,0,4,0,Unknown,Unknown,0.0,3.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,31.8,2.0,,,172,0,71,124,19,12,53,74,8,180,O
2012-05-30,2012,May,30,Button Bay Park,Middlebury,VT,14,31,7,0,0,3,0,0,14,0,6,0,1,2,0,0,0,3,0,1,9,0,1,0,31,1,1,0,0,0,0,24,0,0,4,2,0,0,1,0,4,2,0,0,0,3,0,9,0,2,1,0,2,3,0,3,32,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Unknown,Unknown,0.0,2.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,18.2,4.0,,,125,0,28,3,9,17,38,16,6,131,O
2012-05-31,2012,May,31,Chimney Point,Middlebury,VT,9,86,4,0,3,8,0,0,28,0,52,0,0,2,0,0,0,1,0,0,10,0,18,0,122,1,0,0,0,0,0,1,0,0,103,2,10,0,10,0,15,10,0,0,0,27,0,10,0,4,1,0,0,9,0,12,110,0,0,1,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,34,0,0,0,Unknown,Unknown,0.0,3.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,72.4,4.0,,,344,0,104,22,52,24,123,156,34,378,O
2012-06-01,2012,June,1,Inman Pond,Middlebury,VT,0,3,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,31,0,11,0,23,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,0.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,7.2,0.0,,,8,0,51,34,2,2,5,0,0,8,O
2012-06-01,2012,June,1,Edward F. Kehoe Access,Middlebury,VT,16,145,3,0,2,11,0,0,92,0,990,0,0,6,0,0,0,1,0,0,0,0,1,0,43,0,0,0,0,0,0,34,0,0,45,8,52,0,9,1,3,5,0,0,0,102,0,3,0,2,1,0,2,8,0,13,48,0,0,9,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Unknown,Unknown,0.0,3.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,16.0,0.0,,,1310,0,79,69,111,16,70,13,3,1313,O
2012-06-02,2012,June,2,Route 125 River/Bridge,Middlebury,VT,17,108,13,0,18,37,0,0,41,0,62,0,0,3,0,1,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,42,0,1,45,11,233,0,3,0,1,10,0,3,0,47,0,5,0,4,0,0,0,1,5,6,36,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,15,0,0,Unknown,Unknown,0.0,3.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,46.7,4.0,,,317,0,88,247,61,10,47,11,18,335,O
2012-06-04,2012,June,4,Sailsbury (Sailsbury Flats),Middlebury,VT,15,67,25,0,10,24,0,0,46,0,40,0,0,2,0,0,0,5,2,3,0,0,0,0,15,0,0,0,0,0,0,62,0,1,35,16,0,18,10,0,7,4,0,4,0,16,0,0,0,0,0,0,0,0,1,12,37,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,7,62,0,Unknown,Unknown,0.5,5.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,219.0,4.0,,,254,0,98,44,31,0,50,8,73,327,O
2012-06-04,2012,June,4,Brandon (Willy's Bowl),Middlebury,VT,17,88,12,0,28,19,0,0,60,0,65,0,0,1,0,0,0,3,0,4,85,0,0,0,16,0,0,0,0,0,0,112,0,1,10,10,0,0,1,0,1,3,0,0,0,41,0,12,0,1,0,0,0,3,0,1,49,0,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,31,4,100,0,Unknown,Unknown,0.5,5.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,56.0,4.0,,,398,0,123,11,45,16,54,17,135,533,O
2012-06-05,2012,June,5,Brandon (Willy's Bowl),Middlebury,VT,55,210,29,0,21,43,0,0,78,0,93,0,0,2,0,1,0,5,0,0,105,0,0,0,119,5,0,0,0,0,0,22,0,0,758,36,0,11,3,0,8,32,0,1,0,68,0,9,0,0,1,1,0,0,0,0,125,0,0,8,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,45,14,953,0,Unknown,Unknown,2.5,8.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,258.6,5.0,,,766,0,780,50,109,11,133,29,1012,1778,O
2012-06-06,2012,June,6,Brandon/ Leicester (Otter Creek),Middlebury,VT,9,80,7,0,18,16,0,0,26,0,169,0,0,0,0,0,0,2,0,1,2,0,1,0,24,0,0,0,0,0,0,33,0,1,355,5,0,0,14,1,1,4,0,0,0,124,0,13,0,1,8,0,1,4,0,0,65,0,0,7,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,46,1,303,0,Unknown,Unknown,4.5,4.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,108.0,4.0,,,355,0,389,19,130,27,72,27,350,705,O
2012-06-07,2012,June,7,Leicester (Lake Dunmore/Fern Lake),Middlebury,VT,21,50,10,0,5,8,0,0,28,0,122,0,1,1,0,0,0,6,0,2,1,0,7,1,19,1,1,0,0,0,0,4,0,0,13,6,0,0,2,4,2,9,0,0,0,19,0,9,0,0,3,0,7,6,0,12,24,0,0,14,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,13,1,42,0,Unknown,Unknown,1.0,2.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,24.8,5.0,,,284,0,17,8,34,25,50,67,56,340,O
2012-06-08,2012,June,8,Brandon (River by House of Pizza),Middlebury,VT,15,39,3,0,1,9,0,0,15,0,9,0,0,1,0,0,0,1,0,1,0,0,3,0,123,0,0,0,0,0,0,3,0,1,238,1,0,0,5,11,30,9,0,0,0,46,0,0,0,4,0,0,0,0,0,0,64,0,0,1,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,124,2,469,0,Unknown,Unknown,1.5,5.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,136.0,6.0,,,220,0,242,6,96,4,65,216,595,815,O
2012-06-09,2012,June,9,Brandon,Middlebury,VT,0,1,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,0,0,0,0,0,4,0,0,30,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,26,2,Unknown,Unknown,0.5,3.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,87.4,3.0,,,42,0,34,4,0,0,2,5,29,71,O
2012-06-11,2012,June,11,Brandon River,Middlebury,VT,4,14,15,0,0,6,0,0,2,0,9,0,0,0,0,1,0,2,0,0,1,0,1,0,40,0,0,0,0,0,0,24,0,0,41,8,242,1,11,2,5,1,0,0,0,6,0,3,0,0,1,0,0,0,0,4,25,0,0,1,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,376,3,0,0,Unknown,Unknown,1.5,3.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,64.9,5.0,,,95,0,65,262,14,4,30,23,379,474,O
2012-06-12,2012,June,12,Brandon River,Middlebury,VT,20,21,4,0,0,20,0,0,11,0,2,0,0,1,0,0,0,14,0,0,0,0,0,0,176,0,1,0,0,0,0,19,0,0,157,5,528,4,21,3,2,18,0,0,0,7,0,7,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,43,2,0,0,Unknown,Unknown,2.5,6.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,335.4,6.0,,,270,0,176,558,30,7,22,430,45,315,O
2012-06-14,2012,June,14,Brandon (Neshobe River),Middlebury,VT,30,26,14,0,1,11,0,0,8,0,3,0,0,2,0,0,0,6,0,1,0,0,0,0,35,8,6,0,0,0,0,2,0,1,155,5,109,2,1,2,10,5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,45,1,0,0,Unknown,Unknown,0.5,5.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,216.4,5.0,,,151,0,158,117,17,19,74,30,46,197,O
2012-06-15,2012,June,15,Neshobe River (Brandon),Middlebury,VT,5,17,23,0,0,1,0,0,1,0,2,0,0,1,0,0,0,2,0,0,0,0,1,1,58,0,1,0,0,0,0,10,0,0,102,1,0,1,4,8,3,5,0,0,0,2,0,2,0,2,0,0,0,0,0,2,8,0,0,1,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,138,5,579,0,Unknown,Unknown,1.0,0.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,119.4,5.0,,,113,0,112,6,18,4,11,40,722,835,O
2012-06-18,2012,June,18,Mill Lane (Hillside),Middlebury,VT,9,41,14,0,1,7,0,0,9,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,110,13,2,0,0,0,0,45,0,0,634,5,0,1,30,3,38,7,0,0,0,1,0,4,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,81,12,960,0,Unknown,Unknown,0.2,4.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,389.8,5.0,,,211,0,679,36,49,4,26,8,1053,1264,O
2012-06-19,2012,June,19,Neshobe River (Brandon),Middlebury,VT,55,47,12,0,13,31,0,0,36,0,198,0,0,3,0,0,0,25,3,1,0,0,0,0,55,4,0,0,0,0,0,24,0,0,54,15,0,5,7,1,2,6,0,0,0,47,0,2,0,0,0,0,0,1,0,16,34,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,22,1,46,0,Unknown,Unknown,2.5,3.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,91.0,6.0,,,483,0,78,27,56,3,50,192,69,552,O
2012-06-20,2012,June,20,Falls Alanna (Lake Dunmore),Middlebury,VT,2,116,5,0,26,14,0,0,58,0,765,0,0,12,0,1,0,3,0,0,0,0,1,0,32,0,0,0,0,0,0,15,0,0,473,8,0,0,3,1,0,7,0,0,0,121,0,1,0,0,0,0,0,0,0,1,38,0,0,4,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,2,0,235,0,Unknown,Unknown,0.5,0.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,28.4,4.0,,,1035,0,488,11,129,1,43,31,237,1272,O
2012-06-20,2012,June,20,Otter Creek (Middlebury),Middlebury,VT,2,116,5,0,26,14,0,0,58,0,765,0,0,12,0,1,0,3,0,0,0,0,1,0,32,0,0,0,0,0,0,18,0,0,473,8,235,0,3,1,0,7,0,0,0,121,0,1,0,0,0,0,0,0,0,1,38,0,0,4,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Unknown,Unknown,0.0,0.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,28.4,4.0,,,1035,0,491,246,129,1,43,31,2,1037,O
2012-06-21,2012,June,21,Route 125 (East Middlebury),Middlebury,VT,7,62,1,0,9,28,0,0,41,0,161,0,0,6,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,9,0,1,30,11,273,0,8,2,8,4,0,0,0,27,0,1,0,3,0,0,0,1,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Unknown,Unknown,2.5,2.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,21.4,6.0,,,329,0,40,292,41,5,22,0,1,330,O
2012-06-23,2012,June,23,Fern Lake (Leicester),Middlebury,VT,3,21,3,0,10,2,0,0,15,0,278,0,0,5,0,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,23,0,0,5,8,15,0,11,0,0,2,0,0,0,51,0,3,0,0,0,0,1,1,0,0,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,0.5,2.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,11.8,3.0,,,353,0,28,34,53,5,19,0,0,353,O
2012-06-25,2012,June,25,White River (Rochester),Middlebury,VT,3,35,48,0,9,16,0,0,40,0,323,0,0,1,0,0,0,2,10,3,0,0,3,1,17,0,0,0,0,0,0,23,0,0,20,8,438,1,2,4,7,2,0,1,0,69,0,1,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,Unknown,Unknown,1.0,3.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,30.8,4.0,,,511,0,43,449,83,2,12,4,5,516,O
2012-06-26,2012,June,26,White River Route 100 (Rochester)*,Middlebury,VT,7,23,2,0,2,10,0,0,18,0,49,0,0,3,0,0,0,2,0,0,1,0,6,1,76,1,0,0,0,0,0,26,0,0,289,55,968,2,16,5,0,8,0,0,0,26,7,3,0,1,0,1,1,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,4,0,2,Unknown,Unknown,1.5,8.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,269.2,5.0,,,201,0,315,1041,46,6,21,1,27,228,O
2012-06-28,2012,June,28,White River (Rochester),Middlebury,VT,20,47,62,0,3,14,0,0,28,0,127,0,0,1,0,0,0,3,0,1,5,0,5,0,70,0,0,0,0,0,0,13,0,0,584,26,1484,0,30,2,11,18,0,0,0,32,0,4,0,2,1,0,0,5,0,2,60,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,24,2,0,0,Unknown,Unknown,1.5,6.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,228.6,6.0,,,386,0,597,1540,63,12,64,2,26,412,O
2012-06-29,2012,June,29,White River (Rochester),Middlebury,VT,1,13,6,0,0,0,0,0,16,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,75,0,0,0,0,0,0,7,0,0,310,15,0,2,6,2,27,10,0,0,0,5,0,4,0,0,0,0,0,1,0,0,33,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,31,2,1127,0,Unknown,Unknown,0.0,4.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,792.0,6.0,,,114,0,317,23,44,5,34,2,1160,1274,O
2012-07-02,2012,July,2,White River (Rochester),Middlebury,VT,5,26,27,0,0,3,0,0,3,0,5,0,0,0,0,0,0,8,0,0,0,0,2,0,125,1,0,0,0,0,0,0,0,0,81,5,30,5,6,0,7,2,0,0,0,31,0,3,0,1,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,30,3,0,0,Unknown,Unknown,1.5,2.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,62.0,5.0,,,205,0,81,46,40,4,46,15,33,238,O
2012-07-03,2012,July,3,White River (Rochester),Middlebury,VT,1,25,17,0,5,2,0,0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,61,0,0,0,0,0,0,33,0,0,225,0,26,0,6,1,11,10,0,0,0,33,0,3,0,1,1,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,27,2,0,0,Unknown,Unknown,2.5,3.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,147.4,6.0,,,118,0,258,32,55,5,17,6,29,147,O
2012-07-04,2012,July,4,Brandon Gap,Middlebury,VT,16,47,12,0,9,23,0,0,18,0,91,0,0,3,0,0,0,0,0,1,0,0,0,0,64,0,0,0,0,0,0,26,0,2,87,2,185,0,9,0,6,5,0,1,0,20,0,8,0,0,0,0,0,1,0,0,35,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,35,11,0,0,Unknown,Unknown,3.0,4.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,81.4,5.0,,,284,0,115,196,32,9,35,7,46,330,O
2012-07-05,2012,July,5,Brandon Gap,Middlebury,VT,13,36,14,0,6,12,0,0,39,0,194,0,0,1,0,0,0,6,0,1,0,0,1,0,7,1,2,0,0,0,0,27,0,0,69,5,138,1,1,1,3,9,0,0,0,50,0,2,0,0,0,0,0,3,0,0,35,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,6,0,0,Unknown,Unknown,1.5,3.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,35.6,4.0,,,333,0,96,145,63,5,35,9,15,348,O
2012-07-06,2012,July,6,White River (Rochester),Middlebury,VT,1,7,30,0,0,1,0,0,20,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,26,0,0,729,8,2068,1,14,3,8,0,0,0,0,26,0,2,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,Unknown,Unknown,2.0,3.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,165.4,5.0,,,162,0,755,2091,37,2,26,1,3,165,O
2012-07-09,2012,July,9,Neshobe River (Forest Dale),Middlebury,VT,41,209,98,0,10,28,0,0,62,0,104,0,0,15,0,0,0,0,0,1,1,0,6,0,176,4,0,0,0,0,0,45,0,0,62,31,384,0,6,0,26,81,0,0,0,180,0,3,0,1,0,0,0,2,0,0,157,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,31,61,0,0,Unknown,Unknown,2.0,5.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,370.6,6.0,,,755,0,107,421,287,6,157,81,92,847,O
2012-07-10,2012,July,10,Neshobe River (Forest Dale),Middlebury,VT,18,151,104,0,1,30,0,0,31,0,16,0,1,13,0,0,0,13,0,0,2,0,0,0,265,5,2,0,0,0,0,13,0,10,118,17,420,2,13,24,22,64,0,0,0,105,0,20,0,0,0,0,0,6,0,1,92,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,26,14,0,0,Unknown,Unknown,0.5,6.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,232.3,6.0,,,652,0,141,452,215,26,93,40,40,692,O
2012-07-11,2012,July,11,Neshobe (Forest Dale),Middlebury,VT,6,50,46,0,1,17,0,0,36,0,79,0,0,3,0,0,0,1,0,0,0,0,0,0,150,0,0,0,0,0,0,13,0,1,25,17,175,0,5,17,4,12,0,1,0,50,0,95,0,0,0,0,1,0,3,7,43,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,63,0,0,0,Unknown,Unknown,0.5,6.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,104.8,5.0,,,389,0,39,197,84,96,54,16,63,452,O
2012-07-12,2012,July,12,Neshobe River (Forest Dale),Middlebury,VT,15,88,58,0,1,32,0,0,12,0,11,0,0,0,0,0,0,7,0,0,0,0,0,0,210,7,2,0,0,0,0,27,0,0,176,17,239,1,4,5,4,5,0,0,0,42,1,3,0,0,0,0,0,2,6,5,33,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,20,0,0,0,Unknown,Unknown,0.5,4.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,97.4,6.0,,,443,0,203,261,57,5,44,12,20,463,O
2012-07-13,2012,July,13,Texas Falls,Middlebury,VT,3,23,10,0,2,2,0,0,9,0,122,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,29,0,0,24,5,4,0,0,2,0,3,0,0,0,50,0,1,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Unknown,Unknown,2.5,3.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,13.4,6.0,,,176,0,53,9,55,3,4,1,3,179,O
2012-07-13,2012,July,13,Rt. 125 (Hancock)**,Middlebury,VT,6,36,6,0,3,13,0,0,7,0,59,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,0,0,0,0,0,4,0,0,43,8,695,0,2,0,0,0,0,0,0,35,0,3,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,20,0,0,0,Unknown,Unknown,0.0,5.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,127.2,6.0,,,164,0,47,705,35,6,8,14,20,184,O
2012-07-16,2012,July,16,Otter Creek (Middlebury),Middlebury,VT,7,3,2,0,0,2,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Unknown,Unknown,1.5,2.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,4.0,6.0,,,18,0,4,4,0,1,0,6,1,19,
2012-07-16,2012,July,16,Otter Creek (Leicester),Middlebury,VT,1,31,7,0,1,4,0,0,16,0,55,0,0,1,0,0,0,1,0,0,76,0,0,0,13,0,0,0,0,0,0,12,0,0,42,4,16,2,0,0,0,0,0,0,0,23,0,2,0,0,1,0,0,1,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,Unknown,Unknown,0.0,4.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,320.3,5.0,,,206,0,54,22,23,4,16,0,3,209,O
2012-07-17,2012,July,17,Otter Creek (Leicester and Brandon),Middlebury,VT,3,0,7,0,2,1,0,0,3,0,39,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,37,3,15,0,8,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Unknown,Unknown,5.0,3.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,57.4,4.0,,,57,0,38,26,15,1,6,0,1,58,O
2012-07-17,2012,July,17,Burr Pond (Sudbury),Middlebury,VT,0,13,2,0,1,1,0,0,2,0,53,0,0,4,0,0,0,4,1,1,0,0,2,0,10,0,0,0,0,0,0,8,0,0,8,0,0,0,10,0,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Unknown,Unknown,1.5,3.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,58.6,4.0,,,94,0,16,10,20,0,2,0,2,96,O
2012-07-18,2012,July,18,Robbins Branch (Rt. 125),Middlebury,VT,3,5,6,0,2,4,0,0,6,0,13,0,0,5,0,0,0,2,0,0,0,0,0,0,14,1,0,0,0,0,0,5,0,0,75,2,0,0,1,0,6,1,0,1,0,7,0,2,0,0,0,0,0,3,2,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,2,2,0,Unknown,Unknown,2.5,2.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,305.8,4.0,,,61,0,80,3,15,5,9,1,24,85,O
2012-07-19,2012,July,19,Robbins Branch (Hancock),Middlebury,VT,2,9,2,0,0,2,0,0,3,0,3,0,0,2,0,0,0,1,0,0,0,0,1,0,38,0,0,0,0,0,0,9,0,0,69,1,0,2,4,0,11,2,0,0,0,1,0,5,0,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,Unknown,Unknown,1.5,2.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,236.2,3.0,,,63,0,78,7,14,9,13,5,10,73,O
2012-07-20,2012,July,20,Ribbon Branch RT 125,Middlebury,VT,4,9,6,0,0,6,0,0,3,1,28,0,0,0,0,0,0,0,0,0,0,0,1,0,60,2,0,0,0,0,0,8,0,0,55,2,65,0,5,2,12,6,0,1,0,65,0,8,0,0,0,0,0,6,0,0,34,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,51,5,0,0,Unknown,Unknown,1.0,2.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,300.6,6.0,,,120,0,63,72,86,14,34,59,56,176,O
2012-07-23,2012,July,23,Ribbon Branch RT 125,Middlebury,VT,12,40,6,0,2,5,0,0,6,1,64,0,0,2,0,0,0,0,0,1,0,0,0,0,95,1,1,0,0,0,0,3,0,0,114,12,42,3,9,1,1,5,0,0,0,37,1,5,0,1,0,0,0,2,0,5,46,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,64,5,0,0,Unknown,Unknown,1.5,3.0,Middlebury,,Unknown,,Irene,Unknown,Unknown,Unknown,429.4,5.0,,,236,0,117,66,45,8,51,103,69,305,O
